CNES,Nome da UBS,Calendário vacinal afixado em local visível,Há controle de acesso por meio de chave ou senha à área das vacinas,A sala de vacina é utilizada exclusivamente para este fim,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,Materiais perfurocortantes são descartados adequadamente,As seringas e agulhas estão em recipientes fechados e limpos,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,O equipamento de refrigeração está susceptível à luz solar direta,Como é registrada a data de abertura do frasco em vacinas multidose,Foi verificada a falta de quais vacinas listadas abaixo,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Tipos de equipamentos utilizados para estocagem das vacinas,Equipamento de armazenamento exclusivo para as vacinas,Tomada elétrica é exclusiva do equipamento,Equipamento mal conservado ou com problemas de funcionamento,Mnutenção dentro da data de validade,Painel de exibição de temperatura funcional,Temperatura interna do equipamento está sendo monitorada por termômetro,Temperatura no painel do equipamento entre 2°C e 8°C,Mecanismo de proteção contra queda de energia,Anotações diárias da temperatura em formulário próprio,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Como é feito o registro da vacinação,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Documentos da última manutenção nos equipamentos de refrigeração,Documentos da designação formal do responsável técnico,Cobertura Vacinal
839,2349396.0,USF Jatobá 2,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,1.131875
840,2713543.0,USF CAETES II,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,0,0,0.2504
841,7411359.0,UBS RAFAEL MACIEL,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,0.0,0,1,0.77385
842,2713578.0,USF CAETES VELHO BAIXO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
843,2713845.0,USF CAETES VELHO ALTO,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,0,0.2504
844,2713594.0,USF DESTERRO,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,1,1,0,1.0,0,0,0.2504
845,2634228.0,LAGOA DO MEIO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,1,0.902375
846,2713551.0,USF CAETES III B,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,1,1,0,1.0,0,0,0.2504
847,2637235.0,UBS Santa Luzia,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
848,6584373.0,PSF JOAO GOUVEIA DA SILVA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
849,2345382.0,USF 01 JOAO GOMES SOBRINHO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,0,1,0.86795
850,2637456.0,USF 10 ZACARIAS PEDROSA LUNA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.86795
851,2345420.0,USF 07 JOAO COSMO DE OLIVEIRA,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
852,2346842.0,PSF DE SAÚDE DO CASTELO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,0.862375
853,2634244.0,BOM SERA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,1,0.902375
854,7211058.0,PSF SANTA LUZIA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
855,3908224.0,PSF MOCÓS,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
856,2634236.0,ALTO DO JORRO,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,0,1,0.902375
857,2344467.0,PSF MALHADINHA,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.6135499999999999
858,2714329.0,PSF JOAO PAULO II,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
859,3011119.0,USF AGROVILA 15	,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
860,7177402.0,PSF RECANTO DOS PASSAROS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
861,3009130.0,USF AGROVILA 29,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
862,2714361.0,PSF VILA DA CONCEICAO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
863,6759157.0,USF AGROVILA 43,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.831125
864,3011585.0,USF CARAIBAS	,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,0,1.0,0,1,0.831125
865,7420870.0,USF CURRAL NOVO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
866,3009246.0,USF DO BAIRRO MANDACARU,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
867,3009165.0,USF INHANHUN,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.831125
868,3009238.0,USF MILANO,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
869,3935639.0,USF RAIMUNDO BEDOR,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
870,5982022.0,USF SANTA LUZIA,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
871,7288204.0,USF SENADOR PAULO GUERRA,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
872,3009173.0,USF URIMAMA,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.5,1,0.5,1,0,1,0,1.0,0,1,0.831125
873,2713624.0,USF JAGUARIBE,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
874,2714094.0,USF INHAMA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
875,2713888.0,USF CENTRO II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,0,1,1,0,1.0,0,0,0.2504
876,2713861.0,USF CENTRO I,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,1,1,0,1.0,0,0,0.2504
877,2714752.0,UBS ELIAS ALFREDO DOS SANTOS,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,1.0,0,1,0.87785
878,259659.0,UBS JOÃO JOSÉ FLORÊNCIO,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,0,1,0.87785
879,2639114.0,UNIDADE MISTA DR. MANOEL NOVAES,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0.5,1,1.0,1,0,1,0,1.0,0,1,0.87785
880,2715333.0,USF MAXIMO ALVES DE SOUZA I,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,1,1.0,1,1,1,1,0.0,0,1,0.7222
881,865680.0,USF SAO SEBASTIAO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,1,1,1,0.0,0,0,0.7222
882,2434008.0,UBS DO LOTEAMENTO MARIA RIBEIRO,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,1,1,1,0,0.0,0,1,0.77385
883,7787626.0,UNIDADE DE SAUDE DA FAMILIA VILA VIRADOURO,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
884,7833490.0,USF CIDADE CENTRO,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.5,1,1.0,1,1,1,1,0.0,0,1,0.7222
885,2433893.0,UBS BARRA DO CHATA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,1,0.0,0,1,0.77385
886,2713829.0,USF CAETES I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
887,2429942.0,UBS Lia Bezerra,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
888,3037754.0,ESF ALTO BOM JESUS,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
889,5927366.0,UBS Simão Pedro Coelho,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
890,2713586.0,ESF JARDIM ROCHA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
891,6967590.0,ESF BEIRA RIO,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
892,6701620.0,ESF BELO HORIZONTE,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
893,612324.0,UBS SALOBRO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,0.862375
894,6585329.0,ESF JARDIM SIQUEIRA,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
895,75914.0,ESF DR ALVARO DANTAS DE ALMEIDA,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,1,0.65405
896,7683677.0,UNIDADE DE SAUDE DA FAMILIA CENTRO,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.7222
897,7430183.0,UBS V Wantuir Nogueira,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
898,2703297.0,PSF DE TAMBOATA,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1.0,1,0.5,0,1,1,1,0.0,0,0,0.90775
899,2634457.0,ESF IBO,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,0,1,0.65405
900,5870046.0,POÇO VERDE,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
901,2346834.0,PSF PRESIDENTE TANCREDO NEVES,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
902,5446481.0,ESF CENTRO,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
903,2703289.0,PSF DA ENCRUZILHADA,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0.5,1,0.5,1,1,1,1,0.0,0,0,0.90775
904,7684045.0,UNIDADE SAUDE DA FAMILIA POVO DE DEUS,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
905,2351374.0,UBS ATAPUZ,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95015
906,2353318.0,UBS Carlos Pereira de Araújo,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
907,6967582.0,ESF INOCOOP,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,1,0.65405
908,2636875.0,PSF DE PINDOBINHA,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0.5,0,0.5,0,1,1,1,0.0,0,0,0.90775
909,2713675.0,ESF SERROLANDIA I,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0.5,1,1.0,1,0,1,0,1.0,1,1,0.993925
910,3037746.0,ESF NOVO HORIZONTE,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
911,2713187.0,UNIDADE DE SAUDE DA FAMILIA LOURENCO BRASILIANO,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
912,5751772.0,ESF III Olho D'água do Bruno,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
913,7353723.0,UBS MALVINAS,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95015
914,9399828.0,UBS AGRESTINA XII MARCOS FLORÊNCIO,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,0.77385
915,2428059.0,UBS Ponta de Pedras,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
916,5446473.0,ESF SERROLANDIA II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
917,6436854.0,ESF IV Alto da Boa Vista,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,0,1.036425
918,5870054.0,ESF SERRALANDIA III,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,1,1,0.993925
919,7328117.0,UBS UBU,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,0.95015
920,2703904.0,ESF RIACHO PEQUENO,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,1,0.65405
921,6633226.0,UNIDADE DE SAUDE DA FAMILIA VALE VERDE,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.7222
922,7532008.0,UBS Boa Vista,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
923,2713667.0,ESF SERRA BRANCA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
924,5294371.0,ESF II Caraibeiras,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,0,0,1.036425
925,2351404.0,UBS SÃO LOURENÇO,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
926,6998453.0,UBS ANIBAL LUSTOSA SOBRINHO,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,0,1.0,0,1,0.65405
927,2713691.0,ESF PAJEU,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
928,2712679.0,UNIDADE DE SAUDE DA FAMILIA USINA MASSAUASSU,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.5,1,1.0,1,1,1,1,0.0,0,1,0.7222
929,2428083.0,UBS BARRO VERMELHO,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,1,1,0,1.0,1,1,0.95015
930,6755550.0,ARMANDO TIMOTEO,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,1,0,0.902375
931,2351382.0,UBS Barra de Catuama,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
932,6572049.0,ESF VI João de Souza Oliveira,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
933,2713713.0,ESF TORRE,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
934,2433982.0,UBS DA 21 DE ABRIL PEDRO SOARES LEITE PEDRO CARLOTA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,1,1,1,1,1.0,1,1,0.77385
935,3194981.0,UBS ESTRADA DE CIMA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95015
936,9330186.0,PSF JOSÉ RODRIGUES DE ANDRADE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
937,5552680.0,Pedro Tavares de Melo,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,1,1.101625
938,2428091.0,UBS Nova Divisão,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
939,7683855.0,UNIDADE SAUDE DA FAMILIA JAGUARIBE,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,0,1,1,0.0,0,1,0.7222
940,2353113.0,Otoniel Dias de Araújo,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,1,0,1.101625
941,3916723.0,TENENTE DOMINGOS GOMES,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,0,0.902375
942,2433990.0,UBS MARIA ALICE DAMASCENO ALVES,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,1,1,1,1,0.0,1,1,0.77385
943,2351447.0,UBS Três Viúvas,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
944,6238009.0,Vereador Diogenes Felix da Paiva,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.101625
945,3195074.0,UBS Bom Jesus,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95015
946,235032.0,Heleno Alfredo de Santana,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,0,1.101625
947,9398015.0,Maria Lúcia da Silva,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,1,1.101625
948,2433907.0,UBS BARRA DO JARDIM - DOLORES MENDES,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,0.0,1,1,0.77385
949,2351390.0,UBS Carrapicho,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,1,0.95015
950,3996913.0,TIMBURUNA,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,0,0.902375
951,2635879.0,PREGO,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,1,0.674825
952,3262812.0,UBS Dona Dom,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,1,1.03515
953,3908259.0,PSF ZONA DA MATA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,0.0,1,0,0.862375
954,2704226.0,JOSE SEVERIANO DOS SANTOS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,0,1.049225
955,5246687.0,EDVALDO RAMOS PITA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,0,1.049225
956,2712571.0,ROSINA LABANCA II,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,1,0.5,0,1,0.674825
957,2631938.0,JOSE MIGUEL DO AMARAL,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.049225
958,2704218.0,MARIA CONRADAS DA SILVA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.049225
959,2704196.0,LUANA MARIA MARTINS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.049225
960,7167229.0,TIUMA II,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,1,0.674825
961,2704188.0,MARIA SIRINA DA LUZ,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.049225
962,6131700.0,JOSE APOLINARIO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,1,0,1.049225
963,2713985.0,USF EMBRIOES,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,0,0,0.2504
964,2714310.0,PSF DEMARCACAO,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
965,9169148.0,USF VILA MILITAR,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
966,3989933.0,UBS JOSÉ MAGALHÃES FULCO,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.7958
967,9735682.0,UBS PORTELINHA - ACS ERICK OLIVEIRA DE MELO,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.7958
968,5737176.0,UBS FRANCISCO QUIRINO DA SILVA,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.7958
969,3525775.0,UBS MOACIR DE CARVALHO CAMPOS,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.7958
970,6013732.0,UBS MAGDA COSTA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,0.5,0,0,1,1,0.0,0,0,0.711575
971,2429675.0,UBS Km 25,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
